user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[14, 28]","[19, 4, 3]",4.0,12.7,16.7,2
1,"[19, 28, 24]","[10, 3, 4, 19]",27.9,22.57,28.48,3
2,"[24, 18]","[16, 4, 3]",20.0,7.18,11.2,2
3,[28],"[5, 2]",4.0,9.38,9.83,1
4,[24],"[0, 14]",2.0,5.53,7.53,1
5,[24],"[4, 15]",2.0,6.38,8.38,1
6,"[19, 18]","[10, 3, 0]",8.0,23.27,18.87,1
7,[14],"[20, 16]",5.6,17.8,19.3,1
8,"[19, 28, 24]","[11, 3, 4, 18]",22.2,23.53,29.55,3
9,[24],"[16, 14]",2.0,4.43,6.43,1
10,"[19, 18]","[8, 3, 5]",6.7,10.07,14.07,2
11,[18],"[2, 5]",2.0,7.83,9.83,1
12,"[19, 18]","[13, 3, 5]",24.1,23.23,26.58,2
13,"[19, 28, 24]","[9, 3, 4, 15]",8.0,17.47,23.47,3
14,[19],"[10, 11]",2.0,1.95,3.95,1
15,"[18, 29]","[1, 0, 7]",21.0,9.7,13.7,2
16,"[14, 28]","[20, 4, 5]",4.0,19.62,23.63,2
17,[24],"[0, 16]",2.0,9.42,11.42,1
18,"[19, 28]","[8, 3, 1]",12.8,11.08,15.07,2
19,"[24, 28]","[18, 4, 5]",4.0,14.72,18.72,2
20,"[29, 14]","[7, 0, 14]",19.0,9.0,13.0,2
21,[14],"[14, 4]",4.0,9.85,9.9,1
22,"[18, 19]","[4, 3, 10]",19.7,13.25,17.25,2
23,[24],"[20, 17]",2.0,9.23,11.23,1
24,[18],"[2, 1]",2.0,3.47,5.47,1
25,[14],"[15, 18]",18.1,15.38,17.3,1
26,[29],"[0, 10]",14.7,19.18,18.87,1
27,"[19, 28]","[8, 3, 6]",16.9,14.02,13.87,2
28,"[24, 18]","[16, 4, 1]",15.4,14.12,18.12,2
29,"[29, 18, 24]","[12, 3, 4, 17]",26.1,25.03,31.03,3
30,"[19, 28]","[13, 3, 2]",21.4,20.78,24.13,2
31,"[24, 18, 19]","[15, 4, 3, 7]",17.4,17.08,16.47,2
32,"[28, 14]","[1, 4, 17]",12.1,15.28,19.28,2
33,"[18, 14]","[6, 4, 18]",4.0,14.92,18.92,2
34,[29],"[3, 8]",2.0,4.15,6.15,1
35,"[18, 14]","[6, 4, 14]",23.0,13.82,17.82,2
36,"[14, 18]","[20, 4, 2]",4.0,20.83,24.83,2
37,"[28, 24]","[3, 4, 16]",20.0,7.18,11.2,2
38,"[14, 29]","[17, 0, 7]",11.9,21.43,21.5,3
39,[19],"[0, 13]",2.0,24.32,26.32,1
