number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:01:09,[],[]
2,3,08:10:28,08:12:28,['14'],[]
3,10,08:22:15,08:24:15,[],['14']
4,11,08:26:12,08:52:00,['10'],[]
5,9,08:55:28,08:57:28,['27'],[]
6,3,09:05:05,09:22:28,['6'],"['10', '27']"
7,10,09:32:15,09:37:00,['5'],[]
8,12,09:43:55,09:45:55,[],['6']
9,13,09:48:41,09:57:00,['17'],['5']
10,12,09:59:46,10:07:00,['12'],[]
11,3,10:23:40,10:25:40,[],['17']
12,7,10:32:48,10:34:48,[],['12']
13,9,10:49:04,10:51:04,['16'],[]
14,10,10:53:34,10:55:34,[],['16']
15,12,11:02:29,11:07:00,['7'],[]
16,13,11:09:46,12:53:41,['0'],['7']
17,3,13:10:21,13:59:55,"['4', '20', '3']",['0']
18,8,14:04:04,14:06:04,[],"['4', '20']"
19,13,14:18:36,14:23:57,[],['3']
20,0,14:48:16,19:00:00,[],[]
