user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[19, 18]","[10, 0, 1]",14.9,25.75,20.7,2
1,"[9, 18, 192]","[8, 3, 0, 21]",24.0,22.03,25.05,2
2,"[64, 192, 14]","[26, 24, 0, 19]",17.9,45.83,43.75,4
3,"[8, 14]","[1, 4, 16]",23.0,14.12,18.12,2
4,"[4, 19, 64]","[4, 0, 13, 26]",12.7,42.8,32.52,3
5,"[164, 92, 4]","[12, 24, 0, 15]",21.9,33.95,37.28,4
6,"[164, 192, 9]","[25, 24, 0, 7]",28.4,28.48,33.92,2
7,"[19, 64]","[0, 13, 12]",22.1,28.78,28.9,2
8,"[18, 92]","[1, 0, 22]",15.8,18.08,22.08,2
9,[92],"[0, 24]",2.0,20.87,22.87,1
10,[19],"[3, 8]",2.0,4.15,6.15,1
11,[18],"[3, 4]",2.0,3.47,5.47,1
12,"[64, 19, 18]","[12, 13, 3, 6]",29.0,25.15,31.15,3
13,"[14, 8]","[19, 4, 0]",6.0,22.0,19.35,1
14,[18],"[5, 6]",2.0,0.7,2.7,1
15,"[64, 92]","[13, 24, 21]",23.5,19.03,23.03,2
16,"[14, 18, 9]","[19, 4, 3, 7]",20.4,19.83,24.82,2
17,"[14, 18]","[15, 0, 3]",4.0,18.32,13.85,2
18,"[18, 14]","[3, 4, 16]",4.0,7.18,11.2,2
19,"[18, 192]","[1, 0, 22]",12.7,18.08,22.08,2
20,"[92, 14, 18]","[22, 0, 4, 3]",18.8,27.42,25.17,2
21,"[192, 14]","[23, 0, 20]",15.0,41.73,41.37,2
22,"[92, 4]","[23, 0, 19]",18.7,41.83,36.72,2
23,"[18, 4]","[3, 4, 18]",4.0,12.47,16.47,2
24,"[19, 64]","[8, 13, 25]",20.8,23.27,23.1,2
25,"[19, 18]","[7, 0, 1]",6.0,9.7,13.7,2
26,"[164, 192]","[25, 24, 23]",14.2,9.7,13.68,2
27,"[64, 92]","[25, 24, 23]",5.4,9.7,13.68,2
28,[14],"[19, 14]",2.0,15.48,17.48,1
29,"[92, 64, 19]","[21, 24, 13, 11]",16.8,24.73,30.75,3
30,[192],"[22, 23]",2.0,3.53,5.53,1
31,"[14, 18, 192, 164]","[20, 4, 0, 24, 27]",12.7,49.9,46.43,4
32,"[18, 19]","[4, 3, 11]",6.0,15.22,18.55,2
33,"[19, 8]","[13, 3, 6]",21.4,26.17,26.38,2
34,"[164, 192]","[26, 24, 0]",15.5,24.33,28.33,2
35,[92],"[21, 23]",2.0,6.92,8.92,1
36,[8],"[5, 1]",2.0,10.57,12.57,1
37,"[92, 8, 4]","[24, 0, 4, 19]",12.0,44.82,42.22,2
38,"[92, 64]","[23, 24, 27]",4.0,7.73,11.72,2
39,"[9, 8, 4]","[7, 0, 4, 17]",19.1,22.4,21.5,3
40,[192],"[24, 21]",4.0,12.47,14.47,1
41,"[92, 164]","[0, 24, 26]",18.2,31.3,28.33,2
42,"[19, 64, 92]","[8, 13, 24, 23]",29.0,24.65,30.63,3
43,"[8, 19]","[2, 3, 10]",10.9,13.25,17.25,2
44,"[92, 4]","[24, 0, 15]",16.0,29.92,33.87,2
45,[64],"[25, 27]",5.4,6.35,6.03,1
46,[14],"[20, 17]",4.0,9.88,11.23,1
47,"[8, 14]","[2, 4, 16]",21.0,10.65,14.65,2
48,[64],"[12, 13]",2.0,2.77,4.77,1
49,"[4, 9]","[17, 0, 7]",6.1,20.47,21.5,3
