number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:00:00,[],[]
2,8,07:12:40,08:07:00,['18'],[]
3,15,08:16:05,08:18:05,[],['18']
4,6,08:22:43,09:11:52,['28'],[]
5,13,09:21:14,09:23:14,[],['28']
6,10,09:30:44,09:32:44,['6'],[]
7,11,09:36:35,09:38:35,[],['6']
8,8,09:43:13,11:47:00,['21'],[]
9,6,11:59:40,12:27:37,['4'],['21']
10,14,12:34:32,14:27:00,['19'],['4']
11,15,14:29:34,14:31:34,[],['19']
12,16,14:34:26,15:02:00,['3'],[]
13,6,15:03:49,16:41:12,['12'],['3']
14,16,16:43:01,16:45:01,[],['12']
15,6,16:46:50,19:00:00,[],[]
