number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:00:00,[],[]
2,12,07:10:22,08:12:00,['78'],[]
3,10,08:17:27,08:19:30,[],['78']
4,9,08:20:47,08:42:00,['17'],[]
5,6,08:53:30,08:55:30,['62'],['17']
6,13,09:04:52,09:06:52,[],['62']
7,12,09:09:26,09:11:26,['21'],[]
8,7,09:21:29,09:37:00,['10'],[]
9,0,09:46:48,09:53:04,[],"['21', '10']"
10,7,10:02:52,10:42:00,['47'],[]
11,9,10:46:04,10:48:04,['46'],[]
12,10,10:49:21,10:52:00,['79'],[]
13,14,10:58:33,11:00:33,['9'],[]
14,6,11:07:28,11:23:56,['42'],"['47', '79', '9', '46']"
15,8,11:36:36,11:39:00,['0'],['42']
16,9,11:40:17,11:50:50,['34'],['0']
17,13,11:59:27,12:01:27,['76'],[]
18,14,12:04:01,12:06:01,['48'],[]
19,16,12:11:19,12:13:19,[],['76']
20,6,12:15:08,12:40:11,"['44', '65']","['34', '48']"
21,15,12:44:49,12:46:49,[],['65']
22,10,12:53:22,12:55:22,[],['44']
23,7,13:00:00,13:02:00,['56'],[]
24,12,13:12:03,13:14:03,[],['56']
25,14,13:17:41,13:32:00,['6'],[]
26,16,13:37:18,13:39:18,[],['6']
27,6,13:41:07,13:51:00,['23'],[]
28,15,13:55:38,13:57:38,[],['23']
29,8,14:06:43,14:08:43,['3'],[]
30,9,14:10:00,14:12:00,['25'],['3']
31,12,14:18:26,14:27:00,['28'],[]
32,6,14:37:22,14:39:22,['20'],"['28', '25']"
33,10,14:49:44,14:51:44,[],['20']
34,13,14:59:14,15:02:00,['52'],[]
35,14,15:04:34,15:06:34,[],['52']
36,11,15:13:29,15:27:00,['54'],[]
37,6,15:39:44,15:41:44,[],['54']
38,16,15:43:33,16:07:54,['36'],[]
39,6,16:09:43,16:12:00,"['41', '69']",['36']
40,12,16:22:22,16:24:22,[],['69']
41,10,16:29:49,16:31:49,[],['41']
42,6,16:42:11,19:00:00,[],[]
