user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,[6],"[8, 9]",2.0,1.28,3.28,1
1,"[16, 10]","[7, 0, 18]",6.0,31.48,18.52,2
2,[10],"[2, 20]",6.0,21.5,18.77,1
3,[16],"[8, 9]",2.0,1.28,3.28,1
4,"[10, 6]","[0, 6, 12]",12.6,29.02,21.63,1
5,[10],"[3, 20]",17.0,13.47,13.5,1
6,[16],"[14, 16]",2.0,5.3,7.3,1
7,[6],"[9, 11]",5.7,5.15,6.07,1
8,[10],"[5, 6]",2.0,2.57,4.57,1
9,"[6, 0]","[14, 6, 4]",20.4,10.78,14.77,2
10,[6],"[7, 0]",2.0,9.8,11.8,1
11,"[16, 0]","[15, 6, 18]",19.0,7.52,11.5,2
12,[10],"[3, 0]",2.0,10.92,12.92,1
13,[16],"[0, 7]",2.0,9.8,11.8,1
14,"[0, 16]","[5, 6, 12]",22.4,13.13,16.93,2
15,[10],"[4, 20]",15.6,9.6,10.23,1
16,[6],"[15, 10]",2.0,6.55,8.55,1
17,"[6, 0]","[9, 6, 5]",22.6,14.07,18.07,2
18,"[6, 10]","[11, 6, 20]",17.7,19.47,22.48,2
19,"[0, 16]","[1, 0, 8]",16.7,18.28,22.05,2
20,"[0, 16]","[19, 6, 10]",18.5,17.3,17.23,2
21,[6],"[12, 0]",21.8,19.83,21.63,1
22,[16],"[15, 9]",2.0,7.82,9.82,1
23,"[10, 16]","[17, 6, 15]",4.0,7.52,11.5,2
24,"[16, 0]","[15, 6, 20]",18.4,13.93,14.38,2
25,"[16, 0]","[9, 6, 3]",12.6,24.52,23.22,2
26,[10],"[17, 0]",19.3,21.0,21.12,1
27,[10],"[6, 2]",2.0,12.2,14.2,1
28,"[16, 0]","[12, 6, 3]",4.0,18.08,22.08,2
29,"[0, 16]","[5, 6, 14]",20.4,9.5,13.48,2
30,"[16, 0]","[12, 6, 20]",23.0,17.12,20.12,2
31,[0],"[17, 6]",2.0,2.87,4.87,1
32,"[0, 6]","[2, 6, 7]",4.0,23.83,19.25,2
33,"[16, 10]","[7, 0, 17]",4.0,28.9,18.52,2
34,"[6, 0]","[9, 6, 17]",4.1,14.37,18.37,2
35,"[6, 10]","[16, 6, 20]",6.2,7.57,11.57,2
36,"[16, 0]","[16, 6, 20]",20.0,7.57,11.57,2
37,"[6, 0]","[9, 6, 19]",14.6,22.73,18.37,2
38,"[0, 16]","[17, 6, 14]",15.0,10.0,13.78,2
39,-,-,-,-,10.13,1
40,"[16, 10]","[8, 6, 4]",19.9,17.62,20.52,2
41,"[0, 16]","[2, 6, 10]",15.6,28.98,23.82,2
42,"[10, 6]","[1, 6, 8]",6.0,26.15,22.05,2
43,[6],"[7, 11]",9.8,8.13,10.13,1
44,-,-,-,-,17.23,2
45,"[0, 16]","[2, 6, 14]",24.8,19.28,23.12,2
46,[6],"[9, 6]",6.5,14.77,13.5,1
47,"[6, 10]","[7, 6, 17]",15.8,21.7,18.52,2
48,"[16, 0]","[14, 6, 0]",10.0,25.23,21.12,1
49,[10],"[2, 19]",6.0,16.05,16.37,1
50,"[6, 10]","[13, 6, 1]",6.0,22.85,26.78,2
51,[6],"[8, 11]",4.0,5.35,6.63,1
52,[16],"[13, 14]",2.0,2.57,4.57,1
53,"[16, 0]","[8, 6, 17]",4.0,15.53,19.53,2
54,"[16, 10]","[11, 6, 20]",21.8,18.48,22.48,2
55,"[10, 16]","[19, 6, 13]",19.8,12.23,16.23,2
56,-,-,-,-,12.05,1
57,"[10, 6]","[3, 6, 15]",4.0,12.35,16.35,2
58,"[6, 10]","[9, 6, 18]",17.7,19.67,18.37,2
59,[0],"[0, 2]",2.0,5.45,7.45,1
60,[6],"[10, 15]",10.5,12.08,8.55,1
61,"[0, 16]","[2, 0, 11]",20.7,24.2,27.35,2
62,"[0, 6]","[19, 6, 13]",22.0,12.23,16.23,2
63,[16],"[6, 16]",2.0,1.82,3.82,1
64,[10],"[17, 1]",2.0,15.63,17.63,1
65,"[10, 16]","[1, 6, 15]",8.0,19.08,22.05,2
66,"[16, 10]","[10, 6, 3]",8.0,18.9,22.08,2
67,[6],"[15, 11]",2.0,8.23,10.23,1
68,"[0, 16]","[4, 6, 15]",15.1,8.5,12.48,2
69,"[0, 16]","[3, 6, 12]",4.0,18.08,22.08,2
70,[6],"[6, 9]",6.0,16.82,13.5,1
71,[10],"[4, 18]",2.0,6.55,8.55,1
72,"[0, 6]","[3, 6, 9]",21.5,20.18,23.22,2
73,[10],"[1, 20]",8.0,22.78,19.87,1
74,[16],"[8, 0]",8.2,13.65,15.42,1
75,[6],"[8, 9]",2.0,1.28,3.28,1
76,[16],"[13, 16]",4.1,7.87,9.82,1
77,[6],"[7, 8]",2.0,3.85,5.85,1
78,[6],"[12, 10]",2.0,5.45,7.45,1
79,[6],"[10, 6]",4.5,13.48,12.37,1
