user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[64, 9]","[24, 13, 10]",23.0,14.02,18.02,2
1,"[192, 64]","[22, 24, 12]",22.5,13.07,17.07,2
2,"[92, 14]","[21, 0, 15]",16.3,17.57,21.57,2
3,"[192, 164]","[21, 24, 12]",7.7,20.97,20.5,2
4,[14],"[4, 15]",2.0,6.38,8.38,1
5,[9],"[3, 13]",6.0,17.57,18.67,1
6,"[64, 9, 8]","[25, 13, 3, 6]",12.3,33.45,34.95,3
7,"[164, 19, 8]","[12, 13, 3, 5]",28.9,25.47,31.35,3
8,[14],"[19, 18]",2.0,2.08,4.08,1
9,[19],"[11, 0]",6.2,21.67,20.63,1
10,"[4, 8, 192]","[17, 4, 0, 23]",25.6,32.38,35.03,2
11,"[14, 9]","[20, 0, 10]",12.8,43.38,33.17,3
12,[92],"[23, 22]",2.0,3.53,5.53,1
13,"[19, 164]","[8, 13, 25]",8.8,19.73,23.1,2
14,"[14, 9, 164]","[18, 0, 13, 24]",17.9,50.43,43.3,2
15,"[8, 9]","[5, 3, 9]",4.0,13.53,17.53,2
16,"[164, 19, 8]","[26, 13, 3, 1]",28.4,31.52,35.97,3
17,[92],"[22, 23]",2.0,3.53,5.53,1
18,"[14, 9]","[19, 0, 9]",8.8,35.98,26.32,3
19,"[19, 4]","[13, 0, 14]",10.2,31.63,33.85,2
20,[9],"[11, 3]",2.0,11.08,13.08,1
21,"[9, 164]","[9, 13, 24]",13.9,16.52,19.67,2
22,"[19, 14]","[7, 0, 4]",6.0,18.85,14.6,2
23,"[9, 18, 4]","[11, 3, 4, 19]",16.2,23.77,29.78,3
24,"[19, 8]","[9, 3, 2]",4.0,11.08,15.08,2
25,"[92, 14]","[21, 0, 4]",18.3,23.95,24.68,2
26,[64],"[12, 25]",2.0,4.03,6.03,1
27,"[19, 8]","[11, 3, 5]",6.6,17.0,21.0,2
28,"[4, 18, 9]","[20, 4, 3, 10]",18.1,27.48,33.17,3
29,[18],"[5, 6]",2.0,0.7,2.7,1
30,"[8, 192, 64]","[6, 0, 24, 27]",14.2,41.12,32.77,3
31,[192],"[24, 22]",2.0,9.03,11.03,1
32,"[14, 19, 164]","[15, 0, 13, 25]",20.8,42.2,40.02,3
33,[19],"[13, 8]",4.0,12.63,14.53,1
34,"[18, 4]","[6, 4, 18]",23.0,14.92,18.92,2
35,"[4, 18, 19]","[18, 4, 3, 10]",17.3,22.32,28.25,3
36,"[18, 19, 64]","[5, 3, 13, 26]",25.1,32.87,34.97,3
37,"[8, 19, 64]","[5, 3, 13, 24]",20.4,33.08,35.15,3
38,"[9, 18]","[11, 3, 0]",20.2,20.38,20.63,1
39,[18],"[5, 4]",2.0,5.72,7.72,1
